Skin_Concern,Primary_Active,Primary_Evidence_Level,Primary_Effect_Weight,Upgrade_Active,Upgrade_Evidence_Level,Upgrade_Effect_Weight,Upgrade_Type,Works_Better_With,Required_Functional_Support,Safety_Floor,Min_Formulation_Gain,Upgrade_Reason,Confidence_Level,Do_Not_Upgrade,Release_Tier,Do_Not_Upgrade_Reason
General,Lactoperoxidase,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lamellar Emulsion Base,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Laminaria Ochroleuca (Kelp) Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lauryl Glucoside,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lavandula Angustifolia Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lecithin,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Leucine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Leuconostoc/Radish Root Ferment Filtrate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Licochalcone A,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Licorice Root,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lily Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Limonene,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Linalool,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Linoleic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Linolenic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lipase,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lipochroman-6,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Liposomes,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Low Molecular Weight HA,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Luceane,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Luffa Cylindrica Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lutein,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Lysine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Macadamia Seed Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Macrocystis Pyrifera (Kelp) Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Madecassic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Madecassoside,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Madecassoside Asiatica Complex,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Magnesium Ascorbyl Phosphate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Magnesium Ascorbyl Phosphate Phosphate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Magnesium PCA,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Magnesium Sulfate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Malic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mandelic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mangifera Ind.,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mango Seed Butter,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Marine Bioretinol Complex,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Marine Collagen,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Marine Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Marshmallow Root,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Marula Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Maslinic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Matrixyl 3000,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Meadowfoam Seed Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Melicica?,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Menthol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Meradimate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Methionine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Methylchloroisothiazolinone,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Methylisothiazolinone,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Methylparaben,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mica,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Microcrystalline Wax,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Milk Thistle Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mineral Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mineral UV Filters,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Moringa Seed Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Morus Alba Root Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mulberry Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Mushroom Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Myristol Hexapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Myristol Pentapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Myristoyl Nonapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Myristoyl Pentapeptide-17,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,N-Acetyl Glucosamine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Naringenin Chalcone,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Natural Moisturising Factors,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Neoglucosamine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Neopentyl Glycol Diheptanoate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Neurophroline,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Ascorbate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Chloride,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Ferulate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Microcapsules,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide PCA,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Polydextrose,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niacinamide Salicylate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Nicotinamide Mononucleotide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Niosomes,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Nonapeptide-1,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Nordihydroguaiaretic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Nylon-12,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oat Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Octinoxate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Octisalate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Octocrylene,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oleanolic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oleic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,OleoShine Green,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-1,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-2,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-20,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-24,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-34,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-51,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oligopeptide-68,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Oxybenzone,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Ozokerite,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PDRN,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PEG-100 Stearate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PEG-40 Hydrogenated Castor Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PEG-6 Caprylic/Capric Glycerides,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PEG-7 Glyceryl Cocoate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PRO-LONGEVIA®,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Padina Pavonica Thallus Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl  Tripeptide-1,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Decapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Dipeptide-7,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Glycine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Heptapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Nonapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Oligopeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Pentapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Pentapeptide-4,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Tetrapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Tetrapeptide-7,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Tripeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Tripeptide-1,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Palmitoyl Tripeptide-38,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Papain,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Parabens,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Parachlorella Beijerinckii Exopolysaccharides,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pea Peptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pelargonium Graveolens Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pentapeptide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pentapeptide-18,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pentylene Glycol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Perfluorodecalin,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Petrolatum,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phenoxyethanol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phenylalanine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phenylbenzimidazole Sulfonic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phenylethyl Resorcinol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phloretin,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phospholipids,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Photolyase,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phytic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,PhytoCellTec?,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phytosphingos.,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phytosphingosine,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Phytosterols,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pickmulse?,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Plankton Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyacrylate Crosspolymer-6,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyacrylate-13,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polydeoxyribonucleotide Sodium,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyglutamic Ac.,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyglutamic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyglyceryl-10 Laurate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyglyceryl-6 Caprylate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyhydroxy Acid Blend,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyhydroxy Acids,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyhydroxybutyrate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyisobutene,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polypodium Leucotomos Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyporus Umbellatus (Mushroom) Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyquaternium-51,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polysilicone-15,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polysorbate 20,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polysorbate 80,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Polyurethane-35,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pomegranate Ex,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Porphyridium Cruentum Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Postbiotic Lactobacillus Metabolite,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Postbiotic Peptide Complex,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Potassium Azeloyl Diglycinate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Potassium Benzoate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Potassium Cocoyl Glycinate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Potassium Hydroxide,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Potassium Sorbate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Prebiotics,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Prickly Pear Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Probiotics,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Proline,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Propanediol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Propylene Glycol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Propylene Glycol Dicaprylate/Dicaprate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Propylparaben,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pseudoalteromonas Exopolysaccharides,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pseudoalteromonas Ferment Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pullulan,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pullulan Crosspolymer,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pullulan Gum,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Punica Granatum Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pycnogenol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Pyruvic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Quaternium-15,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Quercetin,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Red Algae,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Resveratrol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinal,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinaldehyde,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinol,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Acetate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Linoleate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Palmitate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Propionate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Retinoate,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Retinyl Retinoate Encapsulated,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rhamnose,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rice Bran Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rosehip Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rosehip Seed Oil,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rosemary Ext,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rosemary Leaf Extract,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
General,Rosmarinic Acid,Unknown,Baseline,,,,,,,,,No established upgrade pathway in literature,Low,TRUE,Base,No validated upgrade relationship
